ap,site,tf,nv,sp,famille,dhp,hfut,hmax,forme,type,phenologie,diameter_class,reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,2,3,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3,1.7,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2,2.5,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3,2.7,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.4,NA,0.6,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,12,8,12,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3,2.5,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3,5,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,7,2.5,10,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1.5,3,4,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.3,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3,2.5,5,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,2.5,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2,2.5,7,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,4,2.1,8,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,2.5,1.6,12,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,NA,1.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,,1,NA,1.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,,1,NA,1.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,3,7,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,5,3,9,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,10,2,12,Arbuste,Phanerophyte,,"[10,20)",sem
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.2,NA,0.5,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,1,NA,1.3,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,6,1.3,6.5,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.8,NA,1,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,3.5,2.5,6,Arbuste,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.2,NA,0.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.2,NA,0.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.2,NA,0.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazomby,Strychnos decussata,LOGANIACEAE,0.2,NA,0.4,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Hazosampona,Diospyros pervillei,EBENACEAE,0.6,NA,0.9,Arbuste,Chamephyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Holaboay,Adenia firingalavensis,PASSIFLORACEAE,9,NA,NA,Arbuste,Phanerophyte,,"[5,10)",reg
Mariarano,Beminongo,Foret,Katrafay,Cedrelopsis microfoliolata,RUTACEAE,NA,NA,NA,Arbuste,Chamephyte,,NA,cotyledon
Mariarano,Beminongo,Foret,Katrafay,Cedrelopsis microfoliolata,RUTACEAE,5,1.5,8,,Phanerophyte,,"[5,10)",reg
Mariarano,Beminongo,Foret,Katrafay,Cedrelopsis microfoliolata,RUTACEAE,NA,NA,NA,,Chamephyte,,NA,cotyledon
Mariarano,Beminongo,Foret,Katrafay,Cedrelopsis microfoliolata,RUTACEAE,4.5,6,12,,Phanerophyte,,"[0,5)",reg
Mariarano,Beminongo,Foret,Katrafay,Cedrelopsis microfoliolata,RUTACEAE,16,9,15,,Phanerophyte,,"[10,20)",sem
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.5,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.5,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.5,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,1,NA,1.2,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.6,NA,1.3,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.2,NA,0.5,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.2,NA,0.5,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.2,NA,0.5,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.2,NA,0.5,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.2,NA,0.5,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.3,NA,1,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.5,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,3,NA,NA,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy mirazo,Chasmanthera uviformis,MENISPERMACEAE,0.4,NA,0.7,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy ,Gouania lineata,RHAMNACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
Mariarano,Beminongo,Foret,Vahy,Gouania lineata,RHAMNACEAE,0.4,NA,0.6,,Liane,,"[0,5)",reg
